soc_uni,soc,task_id,id,new_descript,word,definition
31-9093,31-9093.00,Medical Equipment Preparers,4291,Put medical tools used for surgery on trays. Put them in the right order. Make sure tools and trays are germ-free.,Germ,A tiny living thing that spreads illness.
31-9095,31-9095.00,Pharmacy Aides,2052,Use a cash register to make cash and credit sales.,NA,NA
31-9095,31-9095.00,Pharmacy Aides,2046,Answer questions over the phone. Pass on calls to the pharmacist when needed.,Pharmacist,A person with a license to give out drugs and medicine.
31-9095,31-9095.00,Pharmacy Aides,2050,Get labels ready for prescribed drugs. Type or print labels. Use a computer.,Prescribed,Ordered by a doctor.
33-3011,33-3011.00,Bailiffs,20123,"Screen people going into a courthouse. Use metal detectors, x-rays, and more. Check for weapons and other items not allowed in court.",Screen,Check carefully.
33-3011,33-3011.00,Bailiffs,20125,Make sure the courtroom is safe and clean. Make sure there are supplies such as pens and notepads on hand.,NA,NA
33-3011,33-3011.00,Bailiffs,20128,Keep the court docket up to date.,Docket,The list of cases waiting to go to trial.
33-3012,33-3012.00,Correctional Officers and Jailers,15253,Make sure inmates are behaving and following rules. Watch them in all settings. Make sure there are no escapes or violence.,NA,NA
33-3012,33-3012.00,Correctional Officers and Jailers,2113,"Give inmates tasks to do. Show them how to do tasks, if needed.",NA,NA
33-3012,33-3012.00,Correctional Officers and Jailers,2104,Check mail for items that are not allowed.,NA,NA
33-9011,33-9011.00,Animal Control Workers,7963,Care for animals. Give them food and water.,NA,NA
33-9011,33-9011.00,Animal Control Workers,7964,Clean dog pens and animal control trucks. Clean places where animals are kept.,NA,NA
33-9011,33-9011.00,Animal Control Workers,7966,Teach the public about animal control laws and rules. Teach the public how to care for animals.,NA,NA
33-9032,33-9032.00,Security Guards,2133,Keep track of people coming and going from a site. Guard against theft. Make sure the area is safe and protected.,NA,NA
33-9032,33-9032.00,Security Guards,2134,Write daily reports about problems that happen on site. Note any damage or theft that takes place. Note any people or events that are unusual.,Unusual,Not normal.
33-9032,33-9032.00,Security Guards,2141,"Check security systems, equipment, and machines. Make sure they are working right. Make sure no one tries to stop them from working.",NA,NA
33-9091,33-9091.00,Crossing Guards,11118,"Guide traffic and people. Make sure everyone can cross traffic safely. Work at road and railroad crossings, schools, and building sites.",NA,NA
33-9091,33-9091.00,Crossing Guards,11122,"Direct traffic using hands, signs, and lights. Warn about risks and guide traffic safely past them.",NA,NA
33-9091,33-9091.00,Crossing Guards,11124,Stop drivers who are speeding. Warn them about traffic laws.,NA,NA
33-9092,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",5041,"Check to make sure recreation sites are safe. Check places such as trails, ski slopes, and swimming spots. Work on foot, in vehicles, or from towers.",Recreation,A fun pastime.
33-9092,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",5041,"Check to make sure recreation sites are safe. Check places such as trails, ski slopes, and swimming spots. Work on foot, in vehicles, or from towers.",Vehicle,"A machine that moves or carries people or things, such as a truck, car, or tractor."
33-9092,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",20129,Make sure the quality of pool water is correct. Test the level of chemicals.,NA,NA
33-9092,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",5049,"Watch how people are acting and make sure they stay safe. Use binoculars. Check for risks, problems, and rule breaking.",Binoculars,Equipment you look through to make far-away objects look closer and bigger.
35-1012,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,18715,Help clean kitchen and dining places. Watch other workers to make sure they clean up those places.,NA,NA
35-1012,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2154,"Tell workers how much food to prepare and serve, in what order and when. Plan how to set up workstations and equipment.",NA,NA
35-1012,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,2156,Greet and seat guests. Give them menus and wine lists.,Menu,A listing of foods that people can buy at a restaurant.
35-2012,35-2012.00,"Cooks, Institution and Cafeteria",9492,Keep track of food use. Gather and update records.,NA,NA
35-2012,35-2012.00,"Cooks, Institution and Cafeteria",9490,Keep track of government food supplies. Make sure they are used the right way and that rules are followed.,NA,NA
35-2012,35-2012.00,"Cooks, Institution and Cafeteria",9497,Check menus and spending to make sure costs stay low.,Menu,A listing of foods served.
35-2014,35-2014.00,"Cooks, Restaurant",2169,Turn or stir foods so they cook in an even way.,NA,NA
35-2014,35-2014.00,"Cooks, Restaurant",2170,"Cook and flavor food with salt, pepper, herbs, and more. Follow recipes and make choices based on your learning and know-how.",Recipe,Instructions that tell you how to make a meal.
35-2014,35-2014.00,"Cooks, Restaurant",2173,Arrange food on plates so that it looks good. Make sure the right amount is served. Give plates to waiters or diners.,Arrange,Put something in order; fit together.
35-3011,35-3011.00,Bartenders,2223,Collect money owed for drinks.,NA,NA
35-3011,35-3011.00,Bartenders,2228,Take drink orders from serving staff or customers.,NA,NA
35-3011,35-3011.00,Bartenders,2229,Serve wine and beer.,NA,NA
37-1011,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,9515,"Make sure cleaners do their tasks well. Help clean, if needed.",NA,NA
37-1011,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,9512,Explain how to stop the spread of germs in places like hospitals. Make sure those steps are followed.,Germ,A tiny living thing that spreads illness.
37-1011,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,9533,"Run in-house laundry, dry-cleaning, and valet services. Make sure workers do their tasks well.",Valet,Parking.
37-1011,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,9533,"Run in-house laundry, dry-cleaning, and valet services. Make sure workers do their tasks well.",Services,"Helpful acts, things that are done for other people."
37-2011,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9540,"Clean floors. Sweep, mop, wash, or vacuum.",NA,NA
37-2011,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9541,Use chemical cleaners and power equipment. Follow rules to make sure nothing gets damaged.,NA,NA
37-2011,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9542,Mix water with soap or acid to make cleansers. Mix them in containers. Follow guidelines.,Acid,A chemical that can burn away or dissolve things.
37-2011,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",9542,Mix water with soap or acid to make cleansers. Mix them in containers. Follow guidelines.,Cleanser,"Something that cleans, like soap."
37-2012,37-2012.00,Maids and Housekeeping Cleaners,9561,"Clean rooms, hallways, stairways, and other work areas. Make sure health standards are met.",NA,NA
37-2012,37-2012.00,Maids and Housekeeping Cleaners,9563,"Refill supplies in guest rooms. Those include drinking glasses, sheets, bathroom items, and more.",Refill,To fill again.
37-2012,37-2012.00,Maids and Housekeeping Cleaners,9566,"Sweep, scrub, wax, or polish floors. Use brooms, mops, or scrubbing and waxing machines.",NA,NA
37-2021,37-2021.00,Pest Control Workers,7974,Keep a record of what work tasks have been done.,NA,NA
37-2021,37-2021.00,Pest Control Workers,20759,Tell people how to treat and prevent pest problems.,Pests,"Animals that are hard to control. They are often small animals like fleas, bedbugs, and mice."
37-2021,37-2021.00,Pest Control Workers,20759,Tell people how to treat and prevent pest problems.,Prevent,To keep from happening.
37-2021,37-2021.00,Pest Control Workers,7979,Drive a truck that has equipment for power spraying.,NA,NA
37-3012,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",11227,Fill sprayer tanks with water and chemicals. Follow guidelines to get the right mix.,NA,NA
37-3012,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",11232,Connect the hoses and nozzles needed to treat a pest problem. Pick hoses and nozzles that match the place and pests you are treating.,Pests,"Animals that are hard to control. They are often small animals like fleas, bedbugs, and mice."
37-3012,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",11232,Connect the hoses and nozzles needed to treat a pest problem. Pick hoses and nozzles that match the place and pests you are treating.,Nozzle,The spout or opening through which something sprays.
37-3012,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",11233,"Clean or fix equipment so it works well. Use water, gas, oil, grease, or hand tools.",NA,NA
37-3013,37-3013.00,Tree Trimmers and Pruners,13115,"Clean, sharpen, and oil tools and equipment.",NA,NA
37-3013,37-3013.00,Tree Trimmers and Pruners,13118,"Trim, cut down, feed, and spray trees. Follow the orders of a tree surgeon.",Tree surgeon,A person who treats damaged or diseased trees.
37-3013,37-3013.00,Tree Trimmers and Pruners,13120,Run shredding and chipping machines. Feed branches and other wood into the machines.,Shredding and chipping,Tearing or cutting into small pieces.
39-1011,39-1011.00,Gaming Supervisors,4412,"Watch over gaming areas. Make sure house rules are followed. Make sure tribal, state, and national laws are followed. Make sure workers do their jobs well.",NA,NA
39-1011,39-1011.00,Gaming Supervisors,4413,"Make sure gamblers do not cheat. Make sure no one marks, switches, or counts cards. Alert security staff to any cheating.",NA,NA
39-1011,39-1011.00,Gaming Supervisors,4418,Make and run banks and table limits for each game.,NA,NA
39-1012,39-1012.00,Slot Supervisors,4435,Respond to and solve players’ complaints.,Complaint,Reason someone is not happy or pleased.
39-1012,39-1012.00,Slot Supervisors,4437,Reset slot machines after they have paid out winnings.,NA,NA
39-1012,39-1012.00,Slot Supervisors,4436,Walk through certain parts of the gaming floor. Make sure players are following rules. Make sure machines are working well.,NA,NA
39-2011,39-2011.00,Animal Trainers,7993,Talk to and handle animals. Get them used to human voices or contact.,NA,NA
39-2011,39-2011.00,Animal Trainers,7999,Train horses to carry riders or pull carts. Use spoken or hand commands. Use riding equipment.,NA,NA
39-2011,39-2011.00,Animal Trainers,8000,Put riding gear onto horses. Get horses used to the feel of equipment.,NA,NA
39-3011,39-3011.00,Gaming Dealers,4447,Deal cards and figure out who is the winner.,NA,NA
39-3011,39-3011.00,Gaming Dealers,4445,Give out cash for gaming chips. Give out dollars for coins.,NA,NA
39-3011,39-3011.00,Gaming Dealers,4449,Make sure all players have placed their bets before play begins.,NA,NA
39-3012,39-3012.00,Gaming and Sports Book Writers and Runners,8012,"Run gambling tables or games of chance. Those include dice, cards, and more. Make sure game rules are followed.",NA,NA
39-3012,39-3012.00,Gaming and Sports Book Writers and Runners,8016,Give out cash for gaming chips. Give out dollars for coins.,NA,NA
39-3012,39-3012.00,Gaming and Sports Book Writers and Runners,8011,Make sure all players have placed their bets before play begins.,NA,NA
39-3031,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",5096,Greet people at entertainment events.,Entertainment,"Film, TV, music, dance, plays, and other performing arts that amuse people."
39-3031,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",20764,Sell or take entry tickets and passes.,NA,NA
39-3031,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",5107,Sell food and drinks during breaks in events. Get food and drink for people sitting in the press box.,NA,NA
39-3092,39-3092.00,Costume Attendants,9616,Arrange costumes in the order they will be worn. Help speed up costume changes during events.,Arrange,Put in order.
39-3092,39-3092.00,Costume Attendants,9616,Arrange costumes in the order they will be worn. Help speed up costume changes during events.,Costumes,The clothes that performers wear.
39-3092,39-3092.00,Costume Attendants,9615,Hand out costumes or equipment. Keep records of who has what items.,Costumes,The clothes that performers wear.
39-3092,39-3092.00,Costume Attendants,9626,"Keep records of costumes, wigs, or makeup. Keep those items safe and ready to use. Give access to people who are allowed to handle the items.",Costumes,The clothes that performers wear.
39-3092,39-3092.00,Costume Attendants,9626,"Keep records of costumes, wigs, or makeup. Keep those items safe and ready to use. Give access to people who are allowed to handle the items.",Access,The right to use a place or thing.
39-3093,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4472,Make sure customers follow the rules. Make sure the space stays safe and in order.,NA,NA
39-3093,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4469,"Clean and shine shoes. Use brushes, sponges, cleaners, waxes, and more.",NA,NA
39-3093,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",4473,"Get food, drinks, and other items that are asked for.",NA,NA
39-4021,39-4021.00,Funeral Attendants,4514,Close caskets at the right time during funerals and viewing hours.,Casket,Coffin that holds the body of a person who has died.
39-4021,39-4021.00,Funeral Attendants,4514,Close caskets at the right time during funerals and viewing hours.,Funeral,Service for a person who has died.
39-4021,39-4021.00,Funeral Attendants,4518,Put out caskets before funerals and viewing hours.,Casket,Coffin that holds the body of a person who has died.
39-4021,39-4021.00,Funeral Attendants,4518,Put out caskets before funerals and viewing hours.,Funeral,Service for a person who has died.
39-4021,39-4021.00,Funeral Attendants,4525,Hand out and store funeral equipment.,Funeral,Service for a person who has died.
39-4021,39-4021.00,Funeral Attendants,4525,Hand out and store funeral equipment.,Store,To keep something for later use.
39-5092,39-5092.00,Manicurists and Pedicurists,8748,Clean tools and work spaces. Kill germs.,Germ,A tiny living thing that spreads illness.
39-5092,39-5092.00,Manicurists and Pedicurists,8753,Polish people’s fingernails. Use a brush to spread on layers of clear or colored polish.,NA,NA
39-5092,39-5092.00,Manicurists and Pedicurists,8752,"Shape and smooth the ends of fingernails. Use scissors, files, and more.",NA,NA
39-5093,39-5093.00,Shampooers,14818,Clean people’s hair. Rub shampoo and conditioner into their hair and scalp.,Conditioner,Hair product that helps smooth and control hair.
39-5093,39-5093.00,Shampooers,14818,Clean people’s hair. Rub shampoo and conditioner into their hair and scalp.,Scalp,Skin that covers the head.
39-5093,39-5093.00,Shampooers,14820,"Treat scalp problems and hair loss. Use special shampoos, lamps, or equipment.",Scalp,Skin that covers the head.
39-5093,39-5093.00,Shampooers,14821,Keep records of hair treatments.,NA,NA
39-6011,39-6011.00,Baggage Porters and Bellhops,2314,"Bring people’s bags and suitcases to and from different places. Those places include rooms, cars, and loading areas. Carry by hand or use carts.",NA,NA
39-6011,39-6011.00,Baggage Porters and Bellhops,2317,Greet guests and bring them to their rooms.,NA,NA
39-6011,39-6011.00,Baggage Porters and Bellhops,2315,Help guests get where they want to go. Tell them about services they can use. Tell them about fun or special sites in the area.,Services,Helpful or useful things.
39-9011,39-9011.00,Childcare Workers,2336,Watch over children as they play.,NA,NA
39-9011,39-9011.00,Childcare Workers,18760,Make sure children take naps or rest.,NA,NA
39-9011,39-9011.00,Childcare Workers,2343,Run day-care centers that are in work places or business places.,NA,NA
39-9021,39-9021.00,Personal Care Aides,2372,"Do household tasks for patients. Cook, clean, wash clothes or dishes, and more. Run errands.",Errands,"Trips to do a certain task, like food shopping or mailing a letter."
39-9021,39-9021.00,Personal Care Aides,2375,"Plan, shop for, and make healthy meals for patients. Help patients or families make healthy meals for themselves.",NA,NA
39-9021,39-9021.00,Personal Care Aides,2379,Help patients talk and write to others. Get info for them. Type emails and letters for them.,NA,NA
41-2022,41-2022.00,Parts Salespersons,2427,Take and fill phone orders for parts.,Parts,Pieces needed to make a whole machine work. Example
41-2022,41-2022.00,Parts Salespersons,2425,"Find out the stock numbers and prices of parts that need to be replaced. Read through catalogs, computer listings, and more.",Catalog,"A list, book, or record of things for sale."
41-2022,41-2022.00,Parts Salespersons,2425,"Find out the stock numbers and prices of parts that need to be replaced. Read through catalogs, computer listings, and more.",Parts,Pieces needed to make a whole machine work. Example
41-2022,41-2022.00,Parts Salespersons,2429,Write up sales slips or sales contracts.,NA,NA
41-2031,41-2031.00,Retail Salespersons,694,Greet customers and find out what they want or need.,NA,NA
41-2031,41-2031.00,Retail Salespersons,700,Pick out and find items that customers want or need. Give customers advice about what to buy.,Advice,Tips or help
41-2031,41-2031.00,Retail Salespersons,701,Answer questions about the store and items for sale.,NA,NA
41-9011,41-9011.00,Demonstrators and Product Promoters,13190,Show how products and services work. Do so in a way that gets people to buy or use those things.,Services,"Helpful acts, things that are done for other people."
41-9011,41-9011.00,Demonstrators and Product Promoters,13206,Learn about products that you will show to customers. Get ready to show how products work.,NA,NA
41-9011,41-9011.00,Demonstrators and Product Promoters,13203,"Go to trade shows, stores, and other places to show how products and services work. Answer questions for people who might buy products.",Services,"Helpful acts, things that are done for other people."
41-9041,41-9041.00,Telemarketers,4618,Give sales talks. Read from scripts that describe goods and services. Tell people about a cause that needs money. Get people to buy things or to give money.,Goods,Things people buy.
41-9041,41-9041.00,Telemarketers,4618,Give sales talks. Read from scripts that describe goods and services. Tell people about a cause that needs money. Get people to buy things or to give money.,Services,"Helpful acts, things that are done for other people."
41-9041,41-9041.00,Telemarketers,4619,Call people and businesses on the phone. Get them to buy products or give money to a cause.,NA,NA
41-9041,41-9041.00,Telemarketers,4620,Tell people how goods or services work. Tell them the price of products. Answer questions.,Goods,Things people buy.
41-9041,41-9041.00,Telemarketers,4620,Tell people how goods or services work. Tell them the price of products. Answer questions.,Services,"Helpful acts, things that are done for other people."
43-3041,43-3041.00,Gaming Cage Workers,4661,Follow all gaming rules and laws.,NA,NA
43-3041,43-3041.00,Gaming Cage Workers,4665,Guard the gaming cage. That is the place where money and gaming chips are handled.,NA,NA
43-3041,43-3041.00,Gaming Cage Workers,4669,"Sell gaming chips, tokens, or tickets to players. Sell them to workers who will resell them to players.",NA,NA
43-3051,43-3051.00,Payroll and Timekeeping Clerks,2524,Fill in time sheets that show when workers start and stop work.,NA,NA
43-3051,43-3051.00,Payroll and Timekeeping Clerks,2528,Prepare reports for the end of a given period. Make sure spending and hours add up. Match payrolls to bank statements.,Period,A length of time.
43-3051,43-3051.00,Payroll and Timekeeping Clerks,2525,Update clients’ files with the number of hours worked and money owed. Bill clients.,Clients,"People, businesses, or groups who have hired you for your services and help."
43-4051,43-4051.00,Customer Service Representatives,18565,Talk to customers on the phone and in person. Give them info about goods and services. Take and enter orders. Cancel orders. Listen to complaints.,Goods,Things people buy.
43-4051,43-4051.00,Customer Service Representatives,18565,Talk to customers on the phone and in person. Give them info about goods and services. Take and enter orders. Cancel orders. Listen to complaints.,Services,"Helpful acts, things that are done for other people."
43-4051,43-4051.00,Customer Service Representatives,18565,Talk to customers on the phone and in person. Give them info about goods and services. Take and enter orders. Cancel orders. Listen to complaints.,Complaint,Reason someone is not happy or pleased.
43-4051,43-4051.00,Customer Service Representatives,2584,Fill out contract forms. Prepare change of address records. Cancel or stop service orders. Use computers.,NA,NA
43-4051,43-4051.00,Customer Service Representatives,2583,Figure out how much services will cost. Collect money and down payments. Set up billing.,Services,"Helpful acts, things that are done for other people."
43-4051,43-4051.00,Customer Service Representatives,2583,Figure out how much services will cost. Collect money and down payments. Set up billing.,Down payment,A payment made ahead of time. Often not the full amount owed.
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2610,Greet and sign in guests. Pick out rooms for guests to stay in. Hand out room keys and cards.,NA,NA
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2615,Tell bellhops what rooms guests are staying in. Give bellhops room keys and cards.,NA,NA
43-4081,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2612,Keep records about which rooms are empty. Keep track of how much money guests owe. Do so by hand or by computer.,NA,NA
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",2627,"Ask people questions. Find out a person’s name, address, age, and more. Get info needed.",NA,NA
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",2631,"Contact people by phone, mail, or in person. Set up interviews at homes, work places, and elsewhere.",NA,NA
43-4111,43-4111.00,"Interviewers, Except Eligibility and Loan",2632,Help people fill out forms.,NA,NA
43-4121,43-4121.00,"Library Assistants, Clerical",2657,Run a small branch library. Follow orders from off-site staff.,NA,NA
43-4121,43-4121.00,"Library Assistants, Clerical",18774,Lend out library items. Put them on hold. Get them from the shelves. Work at the checkout desk. Loan out books and other items.,NA,NA
43-4121,43-4121.00,"Library Assistants, Clerical",2658,Get info and records that are stored in computers. Store info and records in computers.,Store,To keep something for later use.
43-4151,43-4151.00,Order Clerks,2670,"Give order info to buyers by phone or by mail. Tell them about pricing, shipping dates, and any delays.",NA,NA
43-4151,43-4151.00,Order Clerks,2668,Get contact info from buyers. Take orders. Get billing and shipping info. Enter info on order forms.,NA,NA
43-4151,43-4151.00,Order Clerks,2677,File copies of orders. Keep and post records of orders.,NA,NA
43-4171,43-4171.00,Receptionists and Information Clerks,744,Run a phone switchboard. Answer and forward calls. Take messages. Set up meeting times. Answer questions.,NA,NA
43-4171,43-4171.00,Receptionists and Information Clerks,747,Greet visitors. Find out what they need. Tell them or show them where to go.,NA,NA
43-4171,43-4171.00,Receptionists and Information Clerks,751,Set up meeting times. Keep and update meeting schedules.,Schedule,A list of times and dates when tasks will get done.
43-4181,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9758,"Help people who plan to travel. Check IDs, tickets, and travel plans. Set up boarding passes.",NA,NA
43-4181,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9760,Take bags and cargo. Check them in. Tell people where to go.,Cargo,Objects being sent from one place to another.
43-4181,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,9761,"Use public address systems (PAs). Tell people when planes, trains, buses, or boats arrive and depart.",Public address systems,Machines that make sound loud enough for many people to hear it.
43-5011,43-5011.00,Cargo and Freight Agents,8201,"Keep records. Track all goods shipped, received, and stored.",Goods,Things people buy.
43-5011,43-5011.00,Cargo and Freight Agents,8201,"Keep records. Track all goods shipped, received, and stored.",Receive,To get or take in.
43-5011,43-5011.00,Cargo and Freight Agents,8201,"Keep records. Track all goods shipped, received, and stored.",Store,To keep something for later use.
43-5011,43-5011.00,Cargo and Freight Agents,20274,Make lists of everything loaded onto an airplane. List the number of people and bags. List how much the freight weighs. Send info out.,Freight,Objects being sent from one place to another.
43-5011,43-5011.00,Cargo and Freight Agents,8208,"Send received goods on the first flight out. Store goods in the right places. Use forklifts, hand trucks, and more.",Goods,Things people buy.
43-5011,43-5011.00,Cargo and Freight Agents,8208,"Send received goods on the first flight out. Store goods in the right places. Use forklifts, hand trucks, and more.",Receive,To get or take in.
43-5011,43-5011.00,Cargo and Freight Agents,8208,"Send received goods on the first flight out. Store goods in the right places. Use forklifts, hand trucks, and more.",Store,To keep something for later use.
43-5021,43-5021.00,Couriers and Messengers,7011,Load goods into vehicles. Make sure the right items are loaded in the right way. Protect goods from damage.,Goods,Things people buy.
43-5021,43-5021.00,Couriers and Messengers,7011,Load goods into vehicles. Make sure the right items are loaded in the right way. Protect goods from damage.,Vehicle,"A machine that moves or carries people or things, such as a truck, car, or tractor."
43-5021,43-5021.00,Couriers and Messengers,7010,"Bring messages and orders to people. Walk, bike, drive a vehicle, or take a bus to do so.",Vehicle,"A machine that moves or carries people or things, such as a truck, car, or tractor."
43-5021,43-5021.00,Couriers and Messengers,7022,Open and sort incoming mail. Make sure it goes to the right person or place.,NA,NA
43-5031,43-5031.00,"Police, Fire, and Ambulance Dispatchers",2707,Ask callers where they are and what is wrong. Figure out what help is needed and who should respond.,NA,NA
43-5031,43-5031.00,"Police, Fire, and Ambulance Dispatchers",2705,Follow guidelines to figure out which calls need the fastest response. Figure out who should respond. Send out help.,Response,"An answer, reply, or action taken to deal with a question or problem."
43-5031,43-5031.00,"Police, Fire, and Ambulance Dispatchers",2706,Record details from calls and messages. Keep track of responses.,Response,"An answer, reply, or action taken to deal with a question or problem."
43-5032,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2730,Keep track of workers and equipment. Know where they are and how they are being used. Plan and set up schedules.,Schedule,A list of times and dates when tasks will get done.
43-5032,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2729,Keep track of all calls and radio messages in an area. Make sure the right people stay in touch with each other.,NA,NA
43-5032,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2731,"Keep and update files about what customers ask for and what work is performed. Keep track of costs, charges, items on hand, and more.",NA,NA
43-5071,43-5071.00,"Shipping, Receiving, and Traffic Clerks",20276,"Make sure shipments include the right items. Compare to records, forms, and orders.",NA,NA
43-5071,43-5071.00,"Shipping, Receiving, and Traffic Clerks",4739,Keep records on shipments. Keep track of how much they weigh and how much space they fill. Keep track of charges. Note any problems.,NA,NA
43-5071,43-5071.00,"Shipping, Receiving, and Traffic Clerks",4741,"Talk to or write to buyers to solve shipping problems. Deal with broken or missing items, and more.",NA,NA
43-9021,43-9021.00,Data Entry Keyers,11401,"Read reports, bills, checks, and more. Record data in the right place on tapes or disks for later entry. Use keyboards or scanners.",Data,"Facts, numbers, and information"
43-9021,43-9021.00,Data Entry Keyers,11404,Store finished reports and records in the right places.,Store,To keep something for later use.
43-9021,43-9021.00,Data Entry Keyers,11407,Figure out what items are needed to do a task.,NA,NA
43-9061,43-9061.00,"Office Clerks, General",830,"Use office machines. Copy, scan, or fax papers and forms. Check voice mail. Use computers.",NA,NA
43-9061,43-9061.00,"Office Clerks, General",827,Answer phones and forward calls. Take messages.,NA,NA
43-9061,43-9061.00,"Office Clerks, General",833,Open and sort incoming mail. Make sure it gets where it needs to go. Answer letters. Prepare outgoing mail.,NA,NA
45-2011,45-2011.00,Agricultural Inspectors,14859,Set standards for meat and poultry products. Set rules for additives used to prepare or package foods.,Poultry,"Birds such as chickens, ducks, turkeys, geese, and fowl."
45-2011,45-2011.00,Agricultural Inspectors,14859,Set standards for meat and poultry products. Set rules for additives used to prepare or package foods.,Additive,"Something added to food or drink, often to keep it fresh or add flavor."
45-2011,45-2011.00,Agricultural Inspectors,14852,Make sure workers follow rules to keep their workplace clean and safe.,NA,NA
45-2011,45-2011.00,Agricultural Inspectors,14862,Set standards for food labels. Check food labels for meat and poultry products.,Poultry,"Birds such as chickens, ducks, turkeys, geese, and fowl."
45-2091,45-2091.00,Agricultural Equipment Operators,13355,"Make sure farm machines are working well. Adjust and repair them, as needed. Report any problems.",NA,NA
45-2091,45-2091.00,Agricultural Equipment Operators,13364,"Use bolts and hand tools to attach farm tools to tractors. Farm tools include plows, sprayers, and more.",NA,NA
45-2091,45-2091.00,Agricultural Equipment Operators,13366,"Drive trucks to carry crops, supplies, tools, or farm workers.",NA,NA
47-2021,47-2021.00,Brickmasons and Blockmasons,4773,"Use hand tools to scrape off extra mortar. Use jointing tools to seal, smooth, and finish.",Mortar,Something spread between bricks and stones to stick them together.
47-2021,47-2021.00,Brickmasons and Blockmasons,4773,"Use hand tools to scrape off extra mortar. Use jointing tools to seal, smooth, and finish.",Joint,The place where two things meet.
47-2021,47-2021.00,Brickmasons and Blockmasons,4772,"Break or cut bricks, tiles, or blocks. Make them the right size. Use a hammer, power saw, or trowel.",NA,NA
47-2021,47-2021.00,Brickmasons and Blockmasons,4771,"Attach bricks and other building materials to a structure. Use clamps, cement, torches, and more.",Structure,Something that is built.
47-2041,47-2041.00,Carpet Installers,2835,Check the area that carpet will cover. Fix any spots that might show through the carpet or cause problems.,NA,NA
47-2041,47-2041.00,Carpet Installers,20142,Clean up before and after carpet is put in. Vacuum the carpet. Get rid of any extra pieces.,NA,NA
47-2041,47-2041.00,Carpet Installers,2843,Put metal strips across door openings and where the carpet meets the floor. The strips will hold carpet in place.,NA,NA
47-2042,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",8255,Check the area that carpet will cover. Make sure it is firm and dry.,Firm,Hard or stiff.
47-2042,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",8256,Cut off extra flooring or carpet to make it fit. Attach edges to floor. Join pieces of flooring or carpet so they fit tightly.,NA,NA
47-2042,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",8264,Remove extra cement. Clean the surface after it is in place.,Surface,The outside of something.
47-2044,47-2044.00,Tile and Marble Setters,2848,"Make sure tiles line up and are straight. Use levels, squares, and other tools.",Tiles,"Thin, hard squares. Can be made of clay, stone, marble, wood, and other things."
47-2044,47-2044.00,Tile and Marble Setters,2851,Finish tile joints and clean between tiles.,Joint,The place where two things meet.
47-2044,47-2044.00,Tile and Marble Setters,2851,Finish tile joints and clean between tiles.,Tiles,"Thin, hard squares. Can be made of clay, stone, marble, wood, and other things."
